4039,joseph-jackson,8446,371.39,825,2022-12-15,12
4040,lori-mullins,12630,1944.82,535,2023-11-05,3
4041,ethan-phillips,13490,1722.61,836,2023-11-17,2
4042,melissa-ramos,6092,1575.69,155,2023-11-17,8
4043,patricia-taylor,2311,111.01,528,2022-11-22,1
4044,rebecca-anderson,13573,1006.66,686,2024-08-15,19
4045,angela-moore,1905,499.76,1142,2022-10-02,16
4046,mary-short,11375,930.64,564,2024-06-30,16
4047,kelly-blake,1350,901.4,464,2023-06-29,18
4048,kristin-watson,11483,970.15,748,2023-09-02,8
4049,samantha-patterson,7915,1611.77,289,2023-05-01,16
4050,lawrence-hines,16366,1676.64,789,2024-03-31,7
4051,dominique-scott,13962,899.69,851,2023-02-02,20
4052,rachel-butler,5162,122.97,517,2023-08-01,13
4053,randy-hernandez,3483,808.78,482,2024-08-10,2
4054,albert-mcfarland,7539,1031.04,387,2023-05-31,9
4055,joseph-daniels,15599,424.34,646,2024-04-17,2
4056,todd-barnes,12928,892.4,794,2023-08-29,7
4057,savannah-sims,4802,1421.49,482,2023-11-11,7
4058,casey-davila,4395,1764.34,807,2023-11-14,14
4059,brandy-fry,5828,555.71,874,2022-11-07,3
4060,andrew-davis,9529,1752.19,1019,2023-02-02,15
4061,stephanie-steele,5102,1014.48,1176,2022-11-08,7
4062,frank-sawyer,15189,684.57,719,2024-07-13,19
4063,morgan-cline,10033,1157.62,804,2024-06-08,19
4064,ronald-smith,14398,308.67,784,2023-12-31,5
4065,michelle-pitts,8746,688.38,436,2024-07-13,6
4066,dustin-flores,14468,1701.04,1215,2024-08-21,6
4067,carlos-henry,10551,1803.84,912,2024-07-25,6
4068,carrie-moss,3558,1311.77,1194,2023-11-04,13
4069,james-edwards,6528,1967.87,793,2022-09-20,14
4070,michael-jones,10122,1590.53,642,2023-03-04,13
4071,kyle-vargas,1705,294.97,312,2023-04-20,13
4072,brian-morgan,15791,1193.18,1043,2024-01-24,13
4073,mary-hansen,795,1614.73,1064,2022-12-04,10
4074,scott-johnson,8111,1136.57,588,2023-03-16,19
4075,tammy-miller,7702,632.88,643,2023-11-10,20
4076,antonio-gallagher,13845,403.74,312,2024-01-30,1
4077,tabitha-long,3852,1792.48,679,2024-04-30,7
4078,joseph-jones,14399,1996.95,769,2022-11-02,11
4079,tonya-russell,14168,1753.9,690,2022-12-14,18
4080,jessica-mcknight,11917,637.84,696,2023-05-14,7
4081,linda-stewart,5288,720.66,965,2024-05-11,2
4082,jessica-martin,6602,1462.73,491,2023-05-28,17
4083,stephanie-bell,14941,850.01,530,2024-05-08,18
4084,sharon-pearson,3334,1603.25,310,2024-06-24,9
4085,lisa-rivera,12294,1753.53,410,2022-10-05,2
4086,barry-smith,4655,67.44,311,2023-12-21,7
4087,ashley-hogan,9969,579.6,196,2024-09-02,19
4088,thomas-woods,9169,597.19,920,2023-03-31,8
4089,theresa-small,9632,1883.08,554,2023-12-05,3
4090,megan-austin,4426,403.33,1159,2023-11-14,12
4091,zachary-green,8316,143.94,513,2023-10-05,13
4092,maria-terry,8934,1708.8,343,2024-08-25,6
4093,elizabeth-morales,2856,1366.02,340,2024-06-27,14
4094,aaron-wallace,460,1823.74,600,2024-02-28,7
4095,james-gilmore,4995,1808.71,694,2023-08-14,5
4096,brian-benitez,3918,699.62,141,2023-10-02,9
4097,charlene-ortiz,4304,1690.78,860,2023-04-12,6
4098,jonathan-fisher,562,794.8,1204,2023-06-01,16
4099,margaret-burgess,6185,1743.45,817,2024-08-17,15
4100,penny-nguyen,11989,982.83,848,2023-06-17,3
4101,crystal-herrera,12967,815.72,278,2023-06-21,19
4102,matthew-burton,5512,1426.37,1079,2023-05-20,11
4103,rodney-greene,15381,308.13,499,2024-07-21,9
4104,kristi-lindsey,10745,1262.45,655,2024-02-11,17
4105,melinda-white,4772,462.07,1100,2023-10-02,13
4106,christopher-price,10352,1389.19,450,2023-09-29,18
4107,sonya-lowe,11216,1855.43,994,2024-01-12,5
4108,nathan-gray,10959,197.98,693,2024-07-09,14
4109,benjamin-silva,10704,1317.74,497,2023-07-11,19
4110,timothy-garcia,6681,76.29,1162,2022-12-14,16
4111,cynthia-murray,4770,758.3,193,2023-07-14,13
4112,nicholas-patrick,1721,679.06,919,2023-11-24,18
4113,timothy-cohen,12138,677.77,586,2024-03-19,12
4114,rick-dillon,16,1503.13,469,2024-04-26,4
4115,cynthia-allen,5470,296.92,1150,2023-06-24,10
4116,shane-morton,10328,783.23,902,2023-11-22,14
4117,jeremy-green,8083,236.05,430,2023-11-14,5
4118,angelica-camacho,13471,1306.16,248,2024-03-17,13
4119,benjamin-miller,14297,418.36,270,2024-01-04,2
4120,mark-herrera,142,86.12,642,2023-12-28,9
4121,courtney-carey,8620,2001.46,424,2022-09-21,3
4122,elizabeth-douglas,8024,380.07,1059,2022-12-17,5
4123,tony-jackson,919,1971.54,672,2023-08-01,17
4124,terry-johnson,5879,913.7,598,2024-08-01,18
4125,james-vasquez-jr.,8467,719.71,862,2022-11-18,2
4126,timothy-roberts,15718,1107.82,1018,2024-08-09,4
4127,robin-carson,8387,45.34,471,2023-03-19,14
4128,dr.-thomas-thomas,2008,85.87,390,2022-11-14,18
4129,alexis-duffy,14612,832.81,555,2023-02-01,18
4130,tom-clayton,11670,1359.04,783,2023-05-03,2
4131,christina-reid,12194,795.16,818,2024-02-07,16
4132,zachary-burke,8303,175.03,997,2024-04-08,1
4133,ruth-grimes,3037,591.33,1005,2024-03-12,9
4134,jeffery-mendoza,14289,540.71,609,2023-06-26,19
4135,emily-jacobson,3629,313.44,416,2023-09-04,13
4136,denise-bass,12399,1521.05,1162,2023-01-23,3
4137,gerald-reyes,14302,1317.33,198,2024-03-04,5
4138,renee-jones,12137,1412.84,281,2023-05-28,5
4139,cynthia-haynes,15216,1315.06,827,2023-06-03,14
4140,alan-morrison,15100,247.67,220,2023-11-02,10
4141,amber-gates-dds,7808,978.75,515,2024-06-21,19
4142,dr.-gary-riddle,10996,117.4,797,2023-10-18,8
4143,phillip-chavez,16336,872.05,733,2022-12-17,5
4144,eric-dawson,5751,1393.61,841,2023-02-09,17
4145,kayla-brooks,6365,1679.11,692,2022-11-13,13
4146,samantha-thomas,10215,1645.62,473,2023-06-18,16
4147,brad-page,4030,1071.64,686,2024-07-21,5
4148,tammy-lucas,9274,1781.35,650,2023-07-27,2
4149,katherine-mullins,11859,1217.27,476,2023-09-02,15
4150,christopher-guerra,15990,1863.59,510,2023-09-20,2
4151,patrick-martin,8181,1335.64,731,2024-01-13,18
4152,christopher-griffin,1300,586.56,551,2024-01-02,7
4153,david-reynolds,7786,1714.44,286,2023-02-04,20
4154,jeffrey-martin,14620,1994.58,437,2023-08-11,3
4155,katie-klein,6186,1399.61,1144,2022-11-11,19
4156,christine-wilson,11058,363.63,308,2024-03-27,19
4157,barbara-soto,1857,1990.86,1000,2023-07-07,4
4158,selena-robertson,5981,1422.66,847,2023-02-23,19
4159,marc-williams,12849,1375.48,1146,2024-08-14,19
4160,jonathan-jones,1691,1014.23,1222,2024-07-19,1
4161,ryan-willis,10662,983.02,849,2023-12-03,6
4162,shari-tucker,8187,1395.98,394,2024-05-07,17
4163,dana-lopez,6169,205.18,802,2022-11-22,8
4164,stacy-wilson,10789,491.19,697,2023-08-14,9
4165,mary-jackson,15545,119.03,1021,2023-02-26,12
4166,tony-espinoza,7327,1371.43,947,2022-10-22,2
4167,miss-taylor-palmer,4416,1527.03,719,2022-09-28,11
4168,bobby-patterson,630,1012.81,965,2023-09-13,20
4169,laura-abbott,13291,356.22,1129,2024-04-13,7
4170,stacy-luna,3815,743.06,329,2024-08-23,1
4171,christine-garrett,6571,909.08,848,2023-06-24,7
4172,michael-green,12066,677.29,891,2022-10-04,4
4173,bryan-torres,15729,854.46,339,2023-06-02,13
4174,dr.-cassidy-doyle-md,2196,1649.36,984,2023-09-19,5
4175,jose-hall,9771,1274.87,1188,2024-04-26,15
4176,james-zavala,12691,254.15,487,2024-02-05,7
4177,elizabeth-joseph,9536,837.13,435,2022-12-11,16
4178,john-cohen,362,1116.13,580,2024-03-16,20
4179,blake-young,64,115.07,387,2022-09-21,11
4180,melissa-escobar,9741,1098.57,392,2023-08-18,7
4181,cheryl-hernandez,15799,1602.22,545,2023-04-07,4
4182,natalie-edwards,5715,597.21,1109,2023-07-04,19
4183,mary-freeman,14354,1954.62,990,2024-04-18,4
4184,john-jackson,8502,846.22,1152,2023-03-26,5
4185,keith-johnson,13690,232.4,1128,2023-02-06,9
4186,michele-payne,680,1159.24,237,2022-11-16,7
4187,brandon-munoz,7847,1872.83,1157,2023-11-21,15
4188,brandon-bennett,10682,1964.62,790,2024-08-22,6
4189,david-lopez,5206,356.04,796,2024-04-04,13
4190,paul-avery-jr.,8023,1587.48,724,2023-05-27,14
4191,anne-parker,9453,514.74,411,2023-06-24,12
4192,joshua-mcdaniel,2729,490.12,261,2023-12-13,10
4193,veronica-hale,10043,55.06,234,2024-02-14,2
4194,megan-morales,8283,157.21,595,2023-04-17,9
4195,benjamin-martin,703,40.69,956,2024-01-10,17
4196,nicole-patterson,308,483.52,1038,2024-06-28,9
4197,patrick-elliott,3222,775.7,778,2023-08-19,20
4198,laura-alvarado-md,6125,668.25,178,2023-09-08,15
4199,anthony-stephens,14385,474.82,790,2024-05-11,19
4200,kathryn-haley,13738,1188.75,281,2023-08-27,8
4201,kevin-wilson,14166,615.38,225,2022-09-13,16
4202,wendy-ryan,13869,712.7,202,2024-03-19,14
4203,michael-brooks,5978,972.44,205,2022-12-03,12
4204,sara-torres,750,729.49,405,2023-12-08,3
4205,nicole-howell,3579,1398.57,259,2023-07-23,2
4206,shelby-chavez,4113,1801.91,1013,2024-08-17,18
4207,leslie-brown,4936,814.76,728,2023-06-23,7
4208,karen-palmer,129,1256.75,788,2023-08-24,2
4209,dorothy-riley,8418,956.43,1011,2024-07-15,9
4210,tamara-jensen,6159,970.41,798,2024-03-02,5
4211,benjamin-gibson,3919,1137.04,958,2023-10-16,20
4212,sue-ingram,10690,155.03,1153,2024-04-01,1
4213,derek-smith,2701,225.85,911,2024-05-19,13
4214,jessica-moran,14162,1380.04,502,2023-12-08,15
4215,faith-zimmerman,7677,1763.32,800,2023-09-20,13
4216,charles-eaton,3411,1746.01,422,2023-02-03,15
4217,eric-williams,15869,1673.49,148,2023-07-25,13
4218,william-davis,308,131.16,497,2024-01-20,2
4219,judy-rodriguez,4755,1788.21,927,2022-11-11,16
4220,barbara-mcgrath,13821,1383.93,1044,2024-05-13,7
4221,christopher-juarez,13218,780.99,448,2023-09-10,19
4222,christina-parker,6077,1221.9,1196,2023-02-23,9
4223,steven-daniels,966,1263.86,683,2024-04-25,5
4224,joshua-pham,15465,33.58,683,2023-06-11,6
4225,suzanne-potts,12472,720.88,187,2024-05-16,11
4226,jamie-figueroa,11757,1005.12,824,2023-05-24,14
4227,michelle-moore,9410,1327.8,334,2023-11-21,14
4228,gregory-brown,10856,395.67,386,2024-08-20,12
4229,yolanda-reynolds,2888,300.74,392,2023-08-30,14
4230,matthew-matthews,16309,1739.05,807,2024-03-01,15
4231,jennifer-reyes,882,1674.28,350,2024-05-15,13
4232,deborah-frank,3044,658.17,147,2024-08-13,7
4233,andrew-williams,13980,1107.58,1012,2022-10-18,19
4234,james-riley-ii,6103,1746.61,141,2024-06-20,18
4235,jacob-palmer,357,1868.97,809,2023-07-31,5
4236,emily-davis,982,1219.27,1105,2023-02-25,16
4237,taylor-davila,11753,672.74,962,2024-04-13,16
4238,jason-shaw,11023,1863.87,501,2023-11-02,18
4239,veronica-johnson,4928,540.51,573,2022-09-10,17
4240,ashley-mills,10208,271.35,1118,2024-07-07,19
4241,karen-bailey,5683,1852.09,1229,2024-02-17,18
4242,ryan-griffin,12425,802.8,1083,2023-08-14,16
4243,beth-cruz,4275,587.62,597,2024-06-25,7
4244,jordan-page,12833,1394.39,318,2023-12-17,2
4245,brandon-castillo,907,310.1,592,2024-07-13,2
4246,daniel-mack,2278,1174.51,657,2024-08-19,20
4247,amanda-poole,6174,39.32,472,2024-06-09,14
4248,diane-robinson,10160,190.02,401,2022-10-19,9
4249,destiny-floyd,13045,286.77,579,2024-03-20,14
4250,danny-powers,9957,1723.41,572,2023-10-06,15
4251,andrew-martin,12373,570.78,728,2024-01-21,3
4252,matthew-stein,750,19.12,422,2023-05-31,4
4253,timothy-avery,12137,426.63,773,2023-05-11,16
4254,yvonne-hayes,6181,924.86,810,2022-11-16,17
4255,elizabeth-ayers,15334,748.48,320,2024-07-16,15
4256,andre-sanders,10653,72.67,832,2024-08-27,11
4257,valerie-dean,4379,1485.36,963,2024-06-01,10
4258,louis-little,836,133.68,993,2023-02-19,1
4259,sarah-hall,2313,1352.03,315,2023-03-01,17
4260,cheryl-blake,14826,1714.56,370,2024-07-26,8
4261,brian-chase,5647,1196.11,150,2023-05-24,5
4262,amanda-williamson,11630,543.03,849,2024-07-22,18
4263,scott-forbes,10696,1574.09,792,2023-05-19,18
4264,mr.-samuel-castro,11828,1748.6,1172,2023-08-17,10
4265,jennifer-mckinney,124,1042.03,155,2022-12-13,7
4266,robin-jones,12991,1951.21,986,2023-03-28,10
4267,jill-schneider,6609,1827.3,1214,2024-08-14,7
4268,kyle-butler,2688,1884.52,985,2024-02-21,19
4269,tracey-meyer,7952,1554.4,472,2024-07-09,12
4270,mary-berg,3926,1512.87,447,2022-12-26,14
4271,donna-wilson,313,1589.89,1106,2023-12-29,20
4272,tiffany-sandoval,11502,321.89,1006,2023-02-07,15
4273,gloria-leon,3463,230.04,1204,2023-07-23,2
4274,glenn-hanson,11787,1731.22,852,2024-01-23,5
4275,denise-sanchez,16175,615.42,664,2024-02-28,10
4276,miss-amy-ortiz-md,5657,830.3,665,2022-09-30,4
4277,david-turner,9193,562.77,860,2023-05-18,11
4278,natasha-king,2252,1019.26,654,2023-07-02,14
4279,allen-green,4958,216.57,547,2023-08-16,10
4280,levi-graham,4167,1647.08,162,2024-02-27,5
4281,nathan-robertson,8557,1291.2,469,2024-02-24,11
4282,mercedes-mcbride,7468,1432.19,249,2023-06-29,7
4283,richard-brown,7758,1065.38,465,2024-08-28,13
4284,lisa-williamson,10070,486.83,920,2023-05-02,7
4285,megan-wang,2753,101.07,1075,2023-09-04,14
4286,megan-baker,2662,644.01,469,2023-05-23,12
4287,brandon-richardson,9171,941.79,1076,2023-09-05,2
4288,patrick-harris,5671,307.24,821,2023-08-04,16
4289,caitlyn-mueller,11631,334.32,1079,2024-04-30,14
4290,jenna-ramos,9489,769.54,883,2024-07-25,14
4291,jerry-lee,15618,553.18,903,2024-02-19,6
4292,sarah-arellano,12482,118.81,1008,2023-08-17,19
4293,benjamin-willis,10838,1325.92,421,2023-12-13,14
4294,christopher-schmidt,2508,798.82,797,2023-10-02,20
4295,vanessa-navarro,15551,712.49,1073,2023-12-16,5
4296,christina-mcintosh,10367,1669.71,1115,2023-08-16,17
4297,kathy-cruz,11318,1457.47,149,2024-05-07,14
4298,nicholas-simmons,10890,1075.68,885,2023-02-01,9
4299,vincent-hayes,3405,853.37,585,2023-08-13,3
4300,andrew-morton,2054,559.2,336,2023-01-09,10
4301,stephen-murphy,428,1596.37,1134,2024-03-23,14
4302,bonnie-moreno,5118,882.45,619,2023-04-06,14
4303,martin-burns,7906,1120.33,1129,2023-08-19,10
4304,mark-shaw,14931,1966.81,532,2023-12-18,4
4305,amber-york,9893,1310.31,752,2024-01-25,6
4306,christopher-robinson,10929,1568.04,657,2024-01-22,13
4307,kyle-lester,5340,1651.42,877,2023-08-14,19
4308,amanda-howell,9168,1775.86,498,2024-05-24,3
4309,amanda-olson-md,1624,1717.77,1201,2024-05-11,1
4310,danielle-torres,5615,1739.81,1150,2024-02-11,17
4311,joseph-harris,6340,857.09,1118,2024-04-02,19
4312,ian-mills,5514,63.25,393,2023-02-09,13
4313,melissa-sims,3025,400.58,356,2022-12-03,8
4314,shane-levy,3547,282.61,1076,2022-09-28,12
4315,dr.-jason-bowers,9963,1172.18,418,2023-05-31,12
4316,miguel-crawford,10714,1985.22,254,2023-09-11,1
4317,meghan-watson,10151,1821.29,594,2022-12-26,2
4318,christine-cardenas,13929,998.54,983,2023-03-28,10
4319,veronica-lewis,6494,1546.21,546,2024-02-18,8
4320,miranda-robinson,916,1101.42,786,2023-08-05,16
4321,kaitlyn-lewis,15079,1599.42,547,2023-11-14,7
4322,nicholas-harris,13013,531.08,792,2023-08-03,17
4323,debra-roberts,3594,1801.54,1032,2024-02-05,8
4324,michelle-johnson,15565,1588.55,559,2024-08-14,16
4325,francisco-atkinson,9324,44.08,848,2024-01-20,6
4326,joanne-alvarez,7367,1097.67,927,2023-09-17,8
4327,cody-allen,13754,174.87,802,2023-01-03,14
4328,robert-carter,3752,975.43,391,2024-08-21,2
4329,crystal-thompson,9513,326.78,746,2023-02-16,9
4330,kimberly-maddox,10239,1346.7,262,2024-06-05,4
4331,kevin-torres,6956,912.8,198,2024-08-14,17
4332,cynthia-james,14426,1436.24,561,2023-02-27,17
4333,william-joseph,6445,414.31,571,2022-11-30,13
4334,alicia-sosa,8597,1531.24,437,2023-12-08,17
4335,katie-ruiz,8439,271.39,377,2023-03-31,2
4336,brittney-williams,2129,905.18,1058,2024-01-05,6
4337,jessica-park,16110,1171.05,256,2023-12-15,10
4338,christina-atkins,9059,427.86,753,2024-02-09,6
4339,sarah-moreno,3851,1028.86,339,2023-07-06,2
4340,debra-richardson,9296,1487.25,635,2024-07-23,9
4341,joshua-moore,6732,1624.62,131,2024-08-23,6
4342,daniel-collier,8484,245.78,1180,2023-05-06,10
4343,shawn-lawrence,532,893.08,1190,2024-08-27,10
4344,alexander-price,5730,890.79,936,2024-03-01,3
4345,joseph-moody,14119,254.65,1117,2024-06-15,2
4346,billy-adams,16185,106.29,230,2024-07-28,12
4347,paula-jackson,1733,281.9,621,2023-10-27,7
4348,amanda-owens,15273,750.64,999,2022-12-14,5
4349,robert-drake,15127,1803.92,996,2023-11-23,17
4350,theresa-smith,10287,902.1,886,2022-09-11,6
4351,belinda-myers,4809,392.49,898,2023-12-29,9
4352,danielle-taylor,5302,394.44,694,2023-05-10,12
4353,jacob-peterson,13672,961.6,143,2023-08-03,14
4354,amanda-lang,8936,519.63,1231,2023-12-24,9
4355,jason-cannon,4437,878.27,1078,2024-03-13,10
4356,tara-stone,2926,888.71,794,2023-10-21,4
4357,laura-montoya,13561,376.95,751,2023-03-24,2
4358,matthew-jones,857,1886.66,586,2023-11-01,20
4359,patricia-griffin,9952,637.21,1041,2022-09-12,15
4360,crystal-grant,4434,1030.84,636,2023-12-17,3
4361,dennis-garcia,2141,1085.37,943,2023-03-04,10
4362,isabella-murphy,13758,1012.96,1202,2024-06-09,10
4363,christopher-taylor,5310,373.24,884,2022-11-11,3
4364,angela-koch,7673,1497.53,617,2024-08-13,20
4365,kevin-carpenter,5224,1740.52,861,2024-05-24,19
4366,natasha-reyes,12566,353.26,648,2023-07-17,14
4367,devin-williams,4498,1649.28,684,2022-11-28,14
4368,aaron-wilson,13777,1048.57,1222,2023-07-31,5
4369,alexandra-jackson,10098,85.47,191,2023-05-05,12
4370,daniel-mata,466,1279.27,602,2024-05-19,16
4371,shannon-stephenson,3165,1740.07,1098,2024-08-28,18
4372,alicia-ramsey,6072,1753.83,796,2023-05-24,13
4373,megan-hawkins,9433,1356.83,897,2024-07-24,17
4374,dawn-grant,14179,1561.14,1006,2022-10-16,5
4375,ashley-gilbert,3561,297.08,137,2023-12-08,20
4376,laura-stanton,10237,349.25,292,2024-02-19,15
4377,joshua-martinez,399,1433.94,620,2022-12-09,11
4378,lindsay-joseph,11920,617.92,331,2023-10-28,3
4379,mitchell-mitchell,11672,454.19,322,2022-11-09,16
4380,stephanie-garcia,9570,662.42,1152,2024-06-29,3
4381,david-alexander,10031,308.58,853,2024-08-18,15
4382,edwin-mitchell,16279,240.69,340,2023-10-12,15
4383,christina-anderson,7975,1513.4,334,2023-11-20,14
4384,christina-young,504,1605.23,155,2023-03-09,13
4385,kevin-dunn,1973,739.38,230,2023-06-26,19
4386,zachary-peterson,4781,1772.81,256,2023-04-25,15
4387,travis-sanders,14754,37.49,671,2023-10-17,8
4388,darin-townsend,6697,1180.04,907,2022-10-05,1
4389,stephanie-hill,1406,1981.39,221,2024-04-23,14
4390,kyle-robinson,13277,774.35,895,2022-10-24,7
4391,stacey-wells,6534,1368.92,353,2022-12-25,11
4392,dr.-brian-bell,13278,1597.62,897,2022-12-09,20
4393,gregory-ramirez,15732,1609.51,539,2023-10-29,8
4394,alexander-alexander,14749,1859.97,226,2023-07-06,14
4395,paula-kennedy,15372,23.1,679,2024-07-13,13
4396,jennifer-mcmillan,4353,129.76,975,2022-12-31,7
4397,carl-sanchez,5763,1101.86,864,2023-09-03,16
4398,eric-harper,2316,256.41,785,2023-10-09,16
4399,annette-savage,5083,475.69,986,2023-02-12,10
4400,megan-robertson,13636,1986.34,1116,2023-03-10,13
4401,emily-fisher,4051,262.58,948,2024-05-24,14
4402,nichole-blankenship,15456,1113.9,246,2023-10-24,7
4403,jessica-burton,5762,1282.7,375,2024-08-31,12
4404,kristin-mercado,3495,1732.98,1229,2023-04-09,1
4405,stephen-johnson,11298,1964.65,228,2023-06-12,5
4406,robert-rhodes,2775,1843.06,578,2023-03-21,6
4407,april-cameron,1513,983.67,1232,2023-01-10,15
4408,charles-petersen,6782,1486.83,735,2023-02-03,7
4409,christian-benjamin,10549,496.14,672,2022-12-11,1
4410,jeffrey-george,9234,1451.33,917,2024-05-27,2
4411,barbara-taylor,15228,1492.68,973,2023-01-20,14
4412,timothy-payne,1103,1379.91,565,2023-09-28,10
4413,sarah-ortiz,9602,258.18,188,2023-01-14,18
4414,brandon-conley,4398,1516.54,720,2023-05-28,7
4415,kayla-cox,5216,523.58,1119,2024-08-07,20
4416,justin-faulkner,9506,1710.86,324,2023-10-01,14
4417,peter-beck,1619,1331.18,935,2024-01-29,10
4418,angela-rose,4886,901.22,490,2023-11-14,20
4419,nicholas-roman,5528,183.36,845,2023-06-16,7
4420,sharon-johnson,7428,1393.26,394,2022-11-10,17
4421,clarence-shepherd,5762,227.8,295,2024-09-07,20
4422,kenneth-brown,13496,67.65,970,2023-01-28,14
4423,keith-kramer,3697,433.68,388,2024-03-11,16
4424,elizabeth-sanchez,3072,1906.5,593,2023-01-25,11
4425,james-nunez,5393,338.15,894,2023-01-16,8
4426,calvin-randolph,2747,1191.54,825,2023-10-22,3
4427,melissa-lucero,15103,1368.89,308,2023-01-18,12
4428,ricky-payne,13773,1086.71,367,2022-11-21,6
4429,gregory-steele,9595,345.13,422,2023-11-12,13
4430,margaret-stewart,9839,1139.39,1081,2023-02-12,4
4431,andrew-sanchez,810,1354.08,536,2024-05-30,18
4432,deborah-phillips,6913,1783.48,126,2023-08-07,7
4433,paul-boyd,4502,1537.59,410,2023-10-16,5
4434,kristina-haas,9900,1017.54,919,2023-09-13,13
4435,lisa-craig,4984,1579.65,432,2023-10-29,19
4436,jonathan-brown,380,976.2,1180,2024-09-03,6
4437,samantha-ellis,2488,647.02,1050,2024-03-06,16
4438,brian-edwards,4214,1378.38,154,2024-02-09,8
4439,taylor-hayden,12348,863.45,676,2023-08-16,17
4440,katelyn-patterson,10681,597.31,442,2023-12-21,19
4441,laurie-parker,5008,1099.44,476,2023-03-19,4
4442,maria-gonzalez,10811,951.84,325,2023-11-10,14
4443,carlos-harding,12886,1218.02,727,2023-08-18,1
4444,timothy-barrett,15283,389.78,919,2024-04-02,4
4445,peter-gutierrez,3095,61.12,886,2023-03-09,16
4446,katherine-taylor,7470,334.36,747,2023-04-28,5
4447,walter-washington,14493,1869.5,481,2024-03-20,12
4448,kyle-green,13952,224.25,188,2023-09-30,7
4449,stacy-martinez,921,1658.78,1126,2023-05-17,15
4450,joseph-rhodes,3828,1759.44,1047,2022-11-13,16
4451,nancy-hill,3659,1465.29,315,2023-11-23,17
4452,cristina-walton-dvm,1369,863.96,188,2024-02-10,8
4453,cindy-mason,2500,1306.18,625,2024-02-29,17
4454,parker-anderson,7056,1658.78,1075,2022-09-23,4
4455,david-hansen,7534,136.11,649,2024-06-04,19
4456,jennifer-knapp,8468,296.19,770,2024-02-29,13
4457,jason-rasmussen,8030,126.6,860,2024-06-25,6
4458,jeffrey-mcdonald,15283,1768.71,1156,2023-06-26,7
4459,mark-sawyer,14856,159.84,618,2023-08-13,14
4460,jessica-buckley,5901,1331.11,836,2024-07-08,15
4461,elizabeth-lane,5268,1809.87,608,2024-07-31,6
4462,sean-parsons,212,975.9,766,2023-12-21,14
4463,jennifer-frye,12165,1237.34,1222,2022-12-19,13
4464,rhonda-abbott,4129,1302.34,167,2023-02-13,10
4465,jonathan-hopkins,13756,1117.18,1015,2024-06-01,12
4466,stephanie-hall,4538,1491.51,224,2023-06-03,10
4467,lisa-miller,2020,1205.67,193,2023-02-21,14
4468,william-lee,1995,798.53,667,2023-03-15,16
4469,nicholas-cervantes,790,934.84,834,2024-02-02,9
4470,tracy-harvey,7233,451.39,566,2024-09-01,4
4471,heather-collins,12137,1773.42,291,2024-04-10,15
4472,sean-garner,4224,1508.22,601,2023-01-06,4
4473,ashley-ramos,1062,239.79,509,2024-01-03,12
4474,kelly-williams,9978,289.41,618,2022-12-05,14
4475,john-johnson,6998,1912.66,874,2023-08-26,1
4476,john-ramos,5966,535.49,883,2024-02-10,4
4477,kathy-foley,6656,1340.33,513,2022-12-04,8
4478,kelly-mcclain,7119,1398.83,498,2023-07-14,14
4479,julie-garcia,11,1921.05,1132,2024-04-10,7
4480,daniel-gates,5106,1691.12,634,2023-04-29,17
4481,philip-richards,711,1941.55,1050,2023-11-17,17
4482,erika-gibson,14213,508.41,592,2023-10-22,14
4483,mrs.-linda-mckinney,5736,1034.27,551,2023-12-12,17
4484,colton-griffin,13193,1205.64,595,2023-07-14,1
4485,michael-forbes,6025,1956.02,1201,2024-08-03,5
4486,francis-carpenter,15823,1575.9,578,2024-01-31,14
4487,frank-suarez,14185,731.13,741,2024-06-27,6
4488,tami-baker,15694,886.39,735,2022-11-25,15
4489,renee-thomas,1557,255.03,879,2024-03-16,20
4490,cheryl-campbell,12751,1951.27,1056,2024-02-26,15
4491,brandon-perez,14607,734.38,415,2023-07-09,17
4492,stephen-maynard,9170,1726.24,517,2023-12-13,1
4493,derek-valencia,15382,1312.74,1056,2023-05-18,7
4494,scott-cook,2277,770.21,789,2022-09-24,19
4495,michael-velasquez,6642,412.99,571,2022-12-26,12
4496,melanie-sanchez,6171,1766.99,538,2023-05-15,17
4497,abigail-kent,1492,1328.97,214,2024-07-31,18
4498,bryan-reid,10254,1039.63,774,2024-02-14,15
4499,daniel-berry,6336,1730.9,620,2023-07-21,13
4500,amy-hicks,2501,1614.9,1127,2024-01-29,6
4501,walter-miller,2756,451.63,524,2022-10-22,4
4502,michael-schneider,6877,1080.88,1225,2024-05-10,13
4503,elizabeth-lewis,7857,1521.25,806,2023-07-10,5
4504,kimberly-gilmore,63,359.94,136,2024-08-06,18
4505,tracy-price,8031,1223.66,731,2024-03-12,16
4506,cynthia-stevens,940,236.66,1112,2023-02-10,3
4507,aaron-ball,16384,1742.17,905,2023-12-05,9
4508,heather-pham-md,10480,1117.85,322,2024-08-27,2
4509,glenda-gilbert,5936,1429.77,411,2023-11-19,2
4510,stacey-smith,9598,1959.78,543,2023-10-15,15
4511,marissa-campbell,6105,1473.79,415,2023-08-08,20
4512,diana-robinson,14507,1486.7,979,2023-04-26,16
4513,cheryl-rollins,5041,1054.79,484,2023-12-08,14
4514,nathaniel-wolfe,11675,1870.97,705,2023-12-06,7
4515,anna-watson,8899,763.11,277,2024-04-12,13
4516,mark-kaiser,14822,582.86,989,2022-10-16,10
4517,jennifer-garrison,7060,1802.7,160,2024-05-17,19
